responseid	respid	interview_start	interview_end	status	In your current role do you carry out primary research?	published_yesNPG	published_yesnonNPG	published_no	published_nosay	familiar_reproducibility	crisis_yesMedia	crisis_yesJournals	crisis_yesConferences	ciris_yesColleagues	crisis_yesElsewhere	crisis_no	significance_crisis	flagged	proportion_reproducible	field_reproducibility	try_failOwn	try_failElse	published_successElse	published_failElse	nopublish_success	noprublish_fail	job	field
8683	8684	05/11/2015	05/11/2015	complete	Yes	0	1	0	0	Very familiar	0	0	0	1	0	0	There is a significant crisis of reproducibility	Not enough	30%	"...worse than for other scientific fields on average."""	Yes	Yes	No	Yes	No	Yes	Principal Investigator	Biology
8693	8694	05/11/2015	05/11/2015	complete	Yes	0	1	0	0	Very familiar	0	0	1	0	0	0	There is a significant crisis of reproducibility	Not enough	50%	I am unsure	Yes	No	No	No	No	No	Associate professor/Lecturer	Biology
8701	8702	05/11/2015	05/11/2015	complete	Yes	0	1	0	0	Very familiar	0	0	0	0	0	1	There is a significant crisis of reproducibility	Not enough	10%	"...better than for other scientific fields on average."""	Yes	Yes	No	No	Yes	Yes	Professor	Chemistry
8703	8704	05/11/2015	05/11/2015	complete	Yes	0	0	1	0	Very familiar	0	0	0	0	0	1	There is a slight crisis of reproducibility	I am unsure	80%	"...better than for other scientific fields on average."""	No	Yes	No	No	No	No	Technician/Research Assistant	Biology
8709	8710	05/11/2015	05/11/2015	complete	Yes	0	1	0	0	Very familiar	0	0	0	1	0	0	There is a slight crisis of reproducibility	A reasonable amount	70%	"...about the same as for other scientific fields on average"""	Yes	Yes	I can't remember	No	No	No	Post-doctoral Fellow	Biology
8744	8745	05/11/2015	05/11/2015	complete	Yes	0	1	0	0	Fairly familiar	1	0	0	0	0	0	There is a slight crisis of reproducibility	Not enough	40%	I am unsure	Yes	Yes	No	No	No	No	Research Scientist	Engineering
8760	8761	05/11/2015	05/11/2015	complete	Yes	0	1	0	0	Very familiar	1	1	1	1	0	0	There is a slight crisis of reproducibility	A reasonable amount	50%	"...about the same as for other scientific fields on average"""	No	Yes	No	Yes	Yes	No	Post-doctoral Fellow	Other
8765	8766	05/11/2015	05/11/2015	complete	Yes	0	1	0	0	Very familiar	1	1	1	1	0	0	There is a significant crisis of reproducibility	Not enough	90%	"...better than for other scientific fields on average."""	Yes	Yes	Yes	No	No	No	PhD Student	Chemistry
8769	8770	05/11/2015	05/11/2015	complete	Yes	0	1	0	0	Very familiar	0	0	0	1	0	0	There is a slight crisis of reproducibility	Not enough	80%	I am unsure	No	Yes	No	No	No	No	Research Scientist	Biology
8782	8783	05/11/2015	05/11/2015	complete	Yes	1	0	0	0	Very familiar	1	1	0	1	0	0	There is a significant crisis of reproducibility	A reasonable amount	60%	"...about the same as for other scientific fields on average"""	Yes	No	No	No	No	No	Principal Investigator	Biology
8784	8785	05/11/2015	05/11/2015	complete	Yes	0	1	0	0	Very familiar	1	1	1	1	0	0	There is a significant crisis of reproducibility	Not enough	30%	"...worse than for other scientific fields on average."""	Yes	Yes	No	No	No	No	PhD Student	Biology
8790	8791	06/11/2015	06/11/2015	complete	Yes	0	1	0	0	Somewhat familiar	0	0	1	0	0	0	There is a slight crisis of reproducibility	A reasonable amount	70%	"...better than for other scientific fields on average."""	No	Yes	No	No	No	No	Post-doctoral Fellow	Biology
8795	8796	06/11/2015	06/11/2015	complete	Yes	0	1	0	0	Very familiar	1	1	1	1	0	0	There is a significant crisis of reproducibility	A reasonable amount	80%	"...better than for other scientific fields on average."""	I can't remember	Yes	No	No	No	No	Professor	Other
8797	8798	06/11/2015	06/11/2015	complete	Yes	1	0	0	0	Very familiar	0	1	0	0	0	0	There is a significant crisis of reproducibility	A reasonable amount	50%	"...worse than for other scientific fields on average."""	No	Yes	Yes	No	I can't remember	I can't remember	Principal Investigator	Biology
8809	8810	06/11/2015	06/11/2015	complete	Yes	1	0	0	0	Very familiar	0	1	1	1	0	0	There is a significant crisis of reproducibility	A reasonable amount	70%	I am unsure	Yes	Yes	No	No	No	No	Post-doctoral Fellow	Biology
8811	8812	06/11/2015	06/11/2015	complete	Yes	1	1	0	0	Very familiar	0	1	1	1	0	0	There is a significant crisis of reproducibility	Not enough	50%	"...about the same as for other scientific fields on average"""	Yes	Yes	No	No	Yes	No	Laboratory Director/Head	Biology
8819	8820	06/11/2015	06/11/2015	complete	Yes	1	0	0	0	Very familiar	0	1	1	1	1	0	There is a slight crisis of reproducibility	I am unsure	100%	"...better than for other scientific fields on average."""	No	No	No	No	No	No	Associate professor/Lecturer	Biology
8822	8823	06/11/2015	06/11/2015	complete	Yes	1	1	0	0	Very familiar	0	1	0	1	0	0	There is no crisis of reproducibility	A reasonable amount	90%	"...about the same as for other scientific fields on average"""	No	No	Yes	Yes	No	No	Associate professor/Lecturer	Biology
8824	8825	06/11/2015	06/11/2015	complete	Yes	0	0	1	0	Very familiar	0	0	0	0	1	0	There is a significant crisis of reproducibility	Not enough	10%	I am unsure	Yes	Yes	No	No	No	No	Senior Scientist	Biology
8837	8838	06/11/2015	06/11/2015	complete	Yes	0	1	0	0	Very familiar	0	1	0	0	0	0	I don't know	A reasonable amount	70%	"...about the same as for other scientific fields on average"""	No	No	No	No	No	No	Associate professor/Lecturer	Biology
8838	8839	06/11/2015	06/11/2015	complete	Yes	1	0	0	0	Very familiar	0	1	0	1	0	0	There is a slight crisis of reproducibility	Not enough	80%	I am unsure	No	Yes	No	No	No	No	Post-doctoral Fellow	Biology
8849	8850	06/11/2015	06/11/2015	complete	Yes	0	1	0	0	Very familiar	0	0	0	1	0	0	There is a significant crisis of reproducibility	Too much	20%	"...worse than for other scientific fields on average."""	Yes	Yes	I can't remember	No	Yes	No	Associate professor/Lecturer	Other
8851	8852	06/11/2015	06/11/2015	complete	Yes	0	1	0	0	Fairly familiar	0	0	1	1	0	0	There is a significant crisis of reproducibility	Not enough	20%	"...worse than for other scientific fields on average."""	No	I can't remember	No	No	No	No	Associate professor/Lecturer	Chemistry
8858	8859	06/11/2015	06/11/2015	complete	Yes	1	0	0	0	Fairly familiar	0	1	0	0	0	0	There is a slight crisis of reproducibility	A reasonable amount	80%	"...better than for other scientific fields on average."""	No	I can't remember	No	No	No	No	Associate professor/Lecturer	Chemistry
8859	8860	06/11/2015	06/11/2015	complete	Yes	1	1	0	0	Very familiar	0	1	1	1	0	0	There is a significant crisis of reproducibility	A reasonable amount	60%	"...worse than for other scientific fields on average."""	Yes	Yes	No	Yes	Yes	No	Principal Investigator	Biology
8867	8868	06/11/2015	06/11/2015	complete	Yes	1	1	0	0	Very familiar	1	1	0	1	0	0	There is a significant crisis of reproducibility	Not enough	60%	I am unsure	Yes	No	No	No	No	No	PhD Student	Other
8873	8874	06/11/2015	06/11/2015	complete	Yes	1	0	0	0	Fairly familiar	0	1	1	1	0	0	There is a slight crisis of reproducibility	A reasonable amount	50%	"...better than for other scientific fields on average."""	Yes	Yes	Yes	Yes	Yes	Yes	Principal Investigator	Biology
8886	8887	06/11/2015	06/11/2015	complete	Yes	0	0	1	0	Fairly familiar	0	0	0	0	0	1	There is a slight crisis of reproducibility	A reasonable amount	70%	"...about the same as for other scientific fields on average"""	Yes	No	No	No	No	No	Student	Biology
8892	8893	06/11/2015	06/11/2015	complete	Yes	0	1	0	0	Very familiar	0	1	1	1	0	0	There is a significant crisis of reproducibility	Not enough	30%	"...about the same as for other scientific fields on average"""	Yes	Yes	No	No	No	No	PhD Student	Biology
8913	8914	07/11/2015	07/11/2015	complete	Yes	0	1	0	0	Very familiar	0	0	0	1	0	0	There is a significant crisis of reproducibility	Not enough	80%	"...better than for other scientific fields on average."""	Yes	Yes	No	No	No	No	Post-doctoral Fellow	Chemistry
8931	8932	07/11/2015	07/11/2015	complete	Yes	0	1	0	0	Very familiar	1	0	0	0	0	0	There is no crisis of reproducibility	I am unsure	90%	"...about the same as for other scientific fields on average"""	No	Yes	Yes	No	I can't remember	I can't remember	Senior Scientist	Chemistry
8940	8941	07/11/2015	07/11/2015	complete	Yes	0	1	0	0	Very familiar	0	1	0	0	0	0	There is a significant crisis of reproducibility	Not enough	20%	I am unsure	No	Yes	No	Yes	No	No	Associate professor/Lecturer	Biology
8973	8974	08/11/2015	08/11/2015	complete	Yes	0	1	0	0	Very familiar	0	1	1	0	0	0	There is a slight crisis of reproducibility	I am unsure	70%	I am unsure	No	No	No	No	Yes	No	PhD Student	Earth and Environmental Science
8982	8983	08/11/2015	08/11/2015	complete	Yes	1	1	0	0	Fairly familiar	0	0	1	1	0	0	There is a significant crisis of reproducibility	Not enough	50%	"...about the same as for other scientific fields on average"""	Yes	Yes	I can't remember	Yes	No	No	Research Director/VP of Research	Biology
8984	8985	08/11/2015	08/11/2015	complete	Yes	0	1	0	0	Very familiar	0	1	0	0	0	0	There is a slight crisis of reproducibility	A reasonable amount	90%	"...about the same as for other scientific fields on average"""	No	Yes	Yes	No	No	No	Associate professor/Lecturer	Earth and Environmental Science
8987	8988	08/11/2015	08/11/2015	complete	Yes	0	1	0	0	Very familiar	1	0	0	0	0	0	There is a significant crisis of reproducibility	A reasonable amount	60%	"...better than for other scientific fields on average."""	I can't remember	No	No	No	No	No	Professor	Biology
8996	8997	08/11/2015	08/11/2015	complete	Yes	0	1	0	0	Very familiar	1	1	1	1	1	0	There is a significant crisis of reproducibility	Not enough	50%	"...about the same as for other scientific fields on average"""	No	Yes	Yes	Yes	No	No	Associate professor/Lecturer	Biology
9007	9008	08/11/2015	08/11/2015	complete	Yes	0	1	0	0	Very familiar	1	1	1	1	0	0	There is a significant crisis of reproducibility	Not enough	70%	"...better than for other scientific fields on average."""	No	No	No	No	No	No	Post-doctoral Fellow	Biology
9015	9016	08/11/2015	08/11/2015	complete	Yes	0	1	0	0	Fairly familiar	0	1	1	1	0	0	There is a significant crisis of reproducibility	Not enough	10%	"...about the same as for other scientific fields on average"""	No	Yes	Yes	Yes	No	Yes	Post-doctoral Fellow	Engineering
9021	9022	08/11/2015	08/11/2015	complete	Yes	0	0	1	0	Fairly familiar	0	1	0	0	0	0	There is a significant crisis of reproducibility	A reasonable amount	70%	"...about the same as for other scientific fields on average"""	Yes	Yes	I can't remember	I can't remember	I can't remember	I can't remember	PhD Student	Biology
9035	9036	08/11/2015	09/11/2015	complete	Yes	0	1	0	0	Very familiar	0	1	0	0	0	0	There is a slight crisis of reproducibility	A reasonable amount	70%	"...better than for other scientific fields on average."""	Yes	Yes	No	No	No	No	Associate professor/Lecturer	Other
9039	9040	08/11/2015	08/11/2015	complete	Yes	1	0	0	0	Very familiar	0	0	0	1	0	0	There is a significant crisis of reproducibility	Not enough	20%	"...about the same as for other scientific fields on average"""	No	Yes	No	No	No	No	Senior Scientist	Biology
9055	9056	09/11/2015	09/11/2015	complete	Yes	1	0	0	0	Very familiar	1	1	1	1	0	0	There is a slight crisis of reproducibility	A reasonable amount	80%	"...better than for other scientific fields on average."""	Yes	Yes	Yes	No	No	No	Professor	Chemistry
9066	9067	09/11/2015	09/11/2015	complete	Yes	1	0	0	0	Very familiar	0	1	1	0	0	0	There is a slight crisis of reproducibility	A reasonable amount	80%	"...better than for other scientific fields on average."""	Yes	Yes	Yes	No	No	No	PhD Student	Chemistry
9077	9078	09/11/2015	09/11/2015	complete	Yes	0	1	0	0	Very familiar	0	0	0	1	0	0	There is a slight crisis of reproducibility	A reasonable amount	90%	"...worse than for other scientific fields on average."""	Yes	Yes	Yes	Yes	No	No	Senior Scientist	Medicine
9081	9082	09/11/2015	09/11/2015	complete	Yes	0	0	1	0	Very familiar	0	0	0	1	0	0	There is a significant crisis of reproducibility	I am unsure	50%	"...worse than for other scientific fields on average."""	Yes	Yes	No	No	No	No	Research Scientist	Other
9085	9086	09/11/2015	09/11/2015	complete	Yes	0	1	0	0	Very familiar	0	0	0	1	0	0	There is a significant crisis of reproducibility	Not enough	20%	"...worse than for other scientific fields on average."""	Yes	Yes	No	No	No	No	Post-doctoral Fellow	Engineering
9120	9121	09/11/2015	09/11/2015	complete	Yes	0	1	0	0	Very familiar	0	0	0	0	0	1	I don't know	I am unsure	70%	"...worse than for other scientific fields on average."""	Yes	Yes	No	No	Yes	No	Research Scientist	Biology
9123	9124	09/11/2015	09/11/2015	complete	Yes	0	1	0	0	Fairly familiar	0	0	0	0	0	1	There is a slight crisis of reproducibility	Not enough	70%	"...about the same as for other scientific fields on average"""	Yes	Yes	No	No	No	No	PhD Student	Biology
9130	9131	09/11/2015	09/11/2015	complete	Yes	1	0	0	0	Very familiar	0	0	0	0	0	1	There is no crisis of reproducibility	Too much	20%	"...worse than for other scientific fields on average."""	Yes	Yes	No	No	No	No	PhD Student	Chemistry
9133	9134	09/11/2015	09/11/2015	complete	Yes	0	1	0	0	Very familiar	1	1	1	1	0	0	There is a slight crisis of reproducibility	Too much	60%	"...better than for other scientific fields on average."""	No	Yes	No	No	No	No	PhD Student	Biology
9146	9147	09/11/2015	09/11/2015	complete	Yes	0	1	0	0	Fairly familiar	0	0	0	1	0	0	There is a slight crisis of reproducibility	Not enough	60%	"...worse than for other scientific fields on average."""	Yes	No	No	No	No	No	Research Scientist	Biology
9150	9151	10/11/2015	10/11/2015	complete	Yes	0	1	0	0	Very familiar	0	0	0	0	0	1	I don't know	I am unsure	90%	"...better than for other scientific fields on average."""	No	Yes	Yes	Yes	Yes	Yes	Professor	Biology
9157	9158	10/11/2015	10/11/2015	complete	Yes	0	1	0	0	Very familiar	0	1	0	1	0	0	There is a significant crisis of reproducibility	Not enough	70%	"...about the same as for other scientific fields on average"""	Yes	Yes	Yes	No	Yes	No	Associate professor/Lecturer	Biology
9159	9160	10/11/2015	10/11/2015	complete	Yes	0	1	0	0	Very familiar	0	1	0	0	0	0	There is a significant crisis of reproducibility	A reasonable amount	30%	"...about the same as for other scientific fields on average"""	No	No	No	No	No	No	Research Scientist	Other
9165	9166	10/11/2015	10/11/2015	complete	Yes	0	0	1	0	Fairly familiar	0	1	0	0	0	0	There is a significant crisis of reproducibility	A reasonable amount	70%	I am unsure	Yes	No	No	No	No	No	PhD Student	Biology
9171	9172	10/11/2015	10/11/2015	complete	Yes	1	0	0	0	Very familiar	0	1	0	1	0	0	There is a significant crisis of reproducibility	Not enough	60%	"...about the same as for other scientific fields on average"""	Yes	Yes	Yes	Yes	No	No	Principal Investigator	Medicine
9178	9179	10/11/2015	10/11/2015	complete	Yes	0	1	0	0	Somewhat familiar	0	0	0	0	0	1	There is a slight crisis of reproducibility	Not enough	80%	"...about the same as for other scientific fields on average"""	No	Yes	Yes	No	No	No	PhD Student	Engineering
9179	9180	10/11/2015	10/11/2015	complete	Yes	0	0	1	0	Very familiar	1	1	1	1	0	0	There is a slight crisis of reproducibility	A reasonable amount	80%	"...about the same as for other scientific fields on average"""	No	Yes	No	No	No	No	PhD Student	Biology
9205	9206	10/11/2015	10/11/2015	complete	Yes	0	0	1	0	Not very familiar	0	0	0	1	0	0	There is a slight crisis of reproducibility	A reasonable amount	70%	"...about the same as for other scientific fields on average"""	Yes	No	No	No	No	No	PhD Student	Biology
9215	9216	10/11/2015	10/11/2015	complete	Yes	0	1	0	0	Very familiar	0	0	1	1	0	0	There is a significant crisis of reproducibility	Not enough	20%	"...about the same as for other scientific fields on average"""	Yes	Yes	No	No	No	No	Associate professor/Lecturer	Other
9223	9224	10/11/2015	10/11/2015	complete	Yes	0	0	1	0	Fairly familiar	0	0	0	0	0	1	I don't know	I am unsure	90%	"...better than for other scientific fields on average."""	No	No	No	No	No	No	PhD Student	Other
9227	9228	10/11/2015	10/11/2015	complete	Yes	0	1	0	0	Fairly familiar	0	1	1	1	0	0	There is a significant crisis of reproducibility	Not enough	30%	I am unsure	Yes	Yes	No	No	No	No	Principal Investigator	Biology
9235	9236	10/11/2015	10/11/2015	complete	Yes	0	0	1	0	Fairly familiar	0	0	0	0	0	1	I don't know	Not enough	30%	I am unsure	No	No	No	No	No	No	Other (please specify)	Biology
9245	9246	11/11/2015	11/11/2015	complete	Yes	0	0	0	1	Very familiar	1	1	1	1	0	0	There is a significant crisis of reproducibility	A reasonable amount	50%	"...about the same as for other scientific fields on average"""	No	No	No	No	No	No	Medical Professional/Doctor	Medicine
9246	9247	11/11/2015	11/11/2015	complete	Yes	0	0	0	1	Very familiar	0	0	0	0	0	1	There is a slight crisis of reproducibility	A reasonable amount	30%	"...about the same as for other scientific fields on average"""	Yes	No	No	No	No	No	Medical Professional/Doctor	Medicine
9258	9259	11/11/2015	11/11/2015	complete	Yes	0	1	0	0	Very familiar	0	1	0	0	0	0	There is a slight crisis of reproducibility	A reasonable amount	90%	"...better than for other scientific fields on average."""	No	No	No	No	No	No	PhD Student	Biology
9263	9264	11/11/2015	11/11/2015	complete	Yes	0	1	0	0	Very familiar	0	1	1	0	0	0	There is a slight crisis of reproducibility	Too much	30%	"...worse than for other scientific fields on average."""	Yes	No	No	No	No	No	Associate professor/Lecturer	Other
9277	9278	11/11/2015	11/11/2015	complete	Yes	0	1	0	0	Very familiar	1	1	1	1	0	0	There is a significant crisis of reproducibility	A reasonable amount	30%	"...about the same as for other scientific fields on average"""	No	Yes	No	No	No	No	Post-doctoral Fellow	Other
9289	9290	11/11/2015	11/11/2015	complete	Yes	0	1	0	0	Very familiar	1	0	0	1	0	0	There is a slight crisis of reproducibility	A reasonable amount	50%	"...about the same as for other scientific fields on average"""	Yes	Yes	Yes	No	No	No	Laboratory Director/Head	Biology
9321	9322	11/11/2015	11/11/2015	complete	Yes	0	0	0	1	Somewhat familiar	0	0	0	1	0	0	There is a significant crisis of reproducibility	A reasonable amount	10%	"...worse than for other scientific fields on average."""	Yes	Yes	Yes	No	No	No	PhD Student	Engineering
9336	9337	12/11/2015	12/11/2015	complete	Yes	0	0	1	0	Somewhat familiar	1	0	0	0	0	0	There is a significant crisis of reproducibility	Not enough	60%	I am unsure	Yes	Yes	Yes	Yes	Yes	Yes	Laboratory Director/Head	Medicine
